gender,grad_year,course,Poly_Uni_attended,Uni_Poly_Type,qualification,NYSC_complete,course_helped_emp,course_helped_skills,best_sector,job_search_mode,job1_reason,job1_x_qual,job1_level,job1_via_NYSC,car_rent_from_job1
Male,2015,Sociology/Anthropology,University of Ibadan,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Consulting,Recruitment agency/Online job site,It was the only job offer I received,No: the qualification was not required,Entry level,Yes,No
Female,2017,Political Science,Ekiti State University,State,Bachelor's degree,No,,,,,,,,No,
Female,2017,Linguistics and Nigerian Languages,University of Lagos,Federal,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills",Education,"Personal contacts, including family and friends",,,,No,No
Male,2015,Agricultural and Bioresources Engineering,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",FMCG,Recruitment agency/Online job site,To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,Yes,No
Female,2014,Mass Communication (Communication and Language Arts),"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Media,Social media/professional networking sites,,,,No,No
Female,2014,Computer Science,"Lagos State Polytechnic, Ikorodu, Ikeja, Lagos, Lagos State.",State,Ordinary National Diploma (OND),No,Strongly Disagree,None of the above,Healthcare,"Personal contacts, including family and friends",In order to earn a living/pay off debts,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2016,Electrical & Electronic Engineering,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills",Technology,Social media/professional networking sites,It fitted into my career plan/it was exactly the type of work I wanted,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2017,Soil Science,"Landmark University,Omu-Aran.",Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Consulting,"Personal contacts, including family and friends",,,,No,No
Female,2014,Marine Engineering,"Federal University of Technology, Owerri",Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2016,Insurance,University of Lagos,Federal,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Government / Defence,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,Yes,No
Male,2014,Economics,University of Lagos,Federal,Bachelor's degree,Yes,Disagree,None of the above,Technology,Recruitment agency/Online job site,It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2015,Cell Biology & Genetics,"Bells University of Technology, Otta",Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",FMCG,Social media/professional networking sites,,,,No,No
Male,2016,Petroleum and Gas Engineering,University of Benin,Federal,Bachelor's degree,No,,,,,,,,No,
Female,2015,Electrical & Electronic Engineering,Covenant University Ota,Private,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills",Consulting,Social media/professional networking sites,To see if I would like the type of work it involved,Yes: the qualification was a formal requirement,Entry level,No,Yes
Female,2015,Pure and Industrial Chemistry,University of Jos,Federal,Bachelor's degree,Yes,Disagree,Ability to solve complex problems,Ecommerce/Internet,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,Yes,No
Female,2013,Political Science,Covenant University Ota,Private,Bachelor's degree,Yes,Agree,"Written communication skills, Knowledge of the skill(s) you are studying",NGO,Recruitment agency/Online job site,It was the only job offer I received,Yes: while the qualification was not a formal requirement it did give me an advantage,Clerical and administrative,No,No
Male,2015,Computer Science,University of Ibadan,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills",Telecommunications,Media (e.g. newspaper/magazine advertisement),,,,Yes,Yes
Male,2016,Microbiology,University of Calabar,Federal,Bachelor's degree,Ongoing,,,,,,,,No,
Male,2017,Electrical & Electronic Engineering,University of Lagos,Federal,Bachelor's degree,No,,,,,,,,No,
Male,2013,Agricultural Economics,"University of Agriculture, Abeokuta.",Federal,MBA degree,Yes,Agree,"Critical thinking skills, Spoken communication skills",Technology,Social media/professional networking sites,It was the only job offer I received,No: the qualification was not required,Entry level,Yes,Yes
Male,2017,Political Science,"Federal University, Lokoja, Kogi State",Federal,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,Social media/professional networking sites,,,,No,No
Female,2015,Accountancy,"Abia State University, Uturu.",State,Bachelor's degree,Yes,Strongly Agree,Ability to work with others,Banking / Financial Services,Media (e.g. newspaper/magazine advertisement),,,,No,No
Male,2015,Mechanical Engineering,"Federal University of Technology, Owerri",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2014,Electrical & Electronic Engineering,"Imo State University, Owerri",State,Bachelor's degree,Yes,,,,,,,,No,
Female,2017,Electrical & Electronic Engineering,University of Lagos,Federal,Bachelor's degree,No,,,,,,,,No,
Male,2015,Mathematics,University of Lagos,Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2014,English and Literary Studies,University of Lagos,Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills",Telecommunications,Recruitment agency/Online job site,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2016,Law,University of Lagos,Federal,Bachelor's degree,Ongoing,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills, Spoken communication skills",Government / Defence,"Personal contacts, including family and friends",It was an opportunity to progress in the organisation,Yes: the qualification was a formal requirement,Clerical and administrative,Yes,No
Female,2016,Political Science,"National Open University of Nigeria, Lagos.",Federal,Bachelor's degree,No,Agree,Critical thinking skills,Creatives/Art/Design,"Personal contacts, including family and friends",,,,No,No
Male,2015,Electrical & Electronic Engineering,"Landmark University,Omu-Aran.",Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Engineering,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,No,No
Male,2017,Geoinformatics and Surveying,University of Lagos,Federal,Bachelor's degree,No,Agree,"Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,Social media/professional networking sites,,,,No,No
Female,2015,Food Science and Technology,"Bowen University, Iwo",Private,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Spoken communication skills",NGO,Social media/professional networking sites,It was in the right location,No: the qualification was not required,Entry level,No,No
Female,2015,Business Management,"University of Nigeria, Nsukka",Federal,MBA degree,Yes,Agree,Critical thinking skills,Oil & Gas / Mining,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2017,Biochemistry,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,No,,,,,,,,No,
Female,2016,Economics,Covenant University Ota,Private,Bachelor's degree,Yes,,,,,,,,Yes,
Male,2015,Mathematics,University of Lagos,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills",Technology,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Experience/Professional,No,No
Female,2017,Agricultural Extension,University of Ibadan,Federal,Bachelor's degree,No,,,,,,,,No,
Male,2015,Computer Science,Crawford University Igbesa,Private,Bachelor's degree,Yes,,,,,,,,No,
